时间 ,浓度 ,峰面积 ,标识 ,类型 ,初始制冷模块温度 ,初始测量模块温度 ,反应制冷模块温度 ,反应测量模块温度 ,初始值燃烧炉温度 ,初始值上机箱温度 ,初始值下机箱温度 ,反应值燃烧炉温度 ,反应值上机箱温度 ,反应值下机箱温度 ,测量时长 ,加量程校准液浓度 ,量程 ,参数 ,转换系数 ,标样转换系数 ,,
2023-04-20 17:59:09,3.69631,3.69631,正常N,水样,3,54.8,3.8,55,683.625,34.2,35.3,678.962,35.1,35.6,984,40,50,TOC,1,2.5,
2023-04-20 18:12:27,19.664,19.664,正常N,水样,2.7,55.1,2.6,55.1,682.375,34.5,35.6,680.356,34,35.5,559,40,50,TOC,1,2.5,
2023-04-20 18:19:56,4.19947,4.19947,正常N,水样,2.7,55.1,2.5,55.1,683.673,34.8,35.9,680.452,34.3,35.6,525,40,50,TOC,1,2.5,
2023-04-20 18:27:25,8.28995,8.28995,正常N,水样,3.9,54.7,3.4,54.8,683.673,35,36,680.452,34.9,35.9,558,40,50,TOC,1,2.5,
2023-04-20 18:34:54,7.87256,7.87256,正常N,水样,2.7,55,2.7,55,684.49,34.8,36,679.971,34.7,36,558,40,50,TOC,1,2.5,
2023-04-20 18:42:22,6.44225,6.44225,正常N,水样,3.7,55.4,3.7,55.1,682.808,34.6,35.7,681.221,35,36.2,559,40,50,TOC,1,2.5,
2023-04-20 18:49:51,2.4384,2.4384,正常N,水样,2.4,55,2.9,54.8,684.106,34.6,36,679.923,35.5,36.2,559,40,50,TOC,1,2.5,
2023-04-20 18:57:21,5.17921,5.17921,正常N,水样,3.4,55,3.3,55.2,683.192,34.8,36,681.798,34.3,35.6,559,40,50,TOC,1,2.5,
2023-04-20 19:04:51,5.38601,5.38601,正常N,水样,3.8,54.8,3.2,54.9,684.154,34.5,35.8,681.317,35.1,36.5,562,40,50,TOC,1,2.5,
2023-04-20 19:12:24,2.75911,2.75911,正常N,水样,3.3,55.1,3.5,55.2,683,34.7,35.2,679.25,34.5,35.3,559,40,50,TOC,1,2.5,
2023-04-20 19:19:53,1.43098,1.43098,正常N,水样,3,55,3.3,55.1,684.058,34.5,35.6,680.067,34.8,35.3,558,40,50,TOC,1,2.5,
2023-04-20 19:27:22,39.3278,39.3278,正常N,水样,3.2,55.1,2.3,55.1,683.673,34.6,35.6,680.788,34.2,35.1,725,40,50,TOC,1,2.5,
2023-04-20 19:34:51,3.08932,3.08932,正常N,水样,3.2,55,3.2,54.8,683.529,34.8,34.1,680.596,34.8,34.3,559,40,50,TOC,1,2.5,
2023-04-20 19:42:20,5.11004,5.11004,正常N,水样,3,55,2.8,55.1,683.865,34.6,34.6,680.067,34.6,34.6,526,40,50,TOC,1,2.5,
2023-04-20 19:49:49,1.47945,1.47945,正常N,水样,3.4,55.1,3,54.9,684.202,34.6,35.6,681.702,34.5,35.5,561,40,50,TOC,1,2.5,
2023-04-20 19:57:20,6.31365,6.31365,正常N,水样,2.4,54.9,3.2,54.8,682.856,34.8,36,681.173,35.2,36.5,573,40,50,TOC,1,2.5,
2023-04-20 20:05:04,1.44612,1.44612,正常N,水样,3.3,55.1,2.7,55,684.106,34.2,36.4,680.74,34.8,36.7,558,40,50,TOC,1,2.5,
2023-04-20 20:12:33,4.19447,4.19447,正常N,水样,2.9,55,2.6,55.1,685.115,34.7,36.2,681.173,34.6,35.9,558,40,50,TOC,1,2.5,
2023-04-20 20:20:01,5.83485,5.83485,正常N,水样,3.4,54.9,3.5,55.1,684.442,34.8,36.1,681.317,34.8,35.9,559,40,50,TOC,1,2.5,
2023-04-20 20:27:31,3.87004,3.87004,正常N,水样,2.4,55.1,2.3,55.1,683.769,34.8,36.2,680.452,34.1,36.6,558,40,50,TOC,1,2.5,
2023-04-20 20:34:59,3.09825,3.09825,正常N,水样,3.8,55.1,3.5,54.9,684.154,34.8,35.7,681.125,35.2,35.9,558,40,50,TOC,1,2.5,
2023-04-20 20:42:28,3.88935,3.88935,正常N,水样,3.4,54.9,2.8,55,684.539,34.8,35.8,680.019,34.6,36.2,567,40,50,TOC,1,2.5,
2023-04-20 20:50:06,3.10342,3.10342,正常N,水样,2.9,55,3.5,55.1,683.721,34.8,36,678.337,34.6,36.4,524,40,50,TOC,1,2.5,
2023-04-20 20:57:35,3.92813,3.92813,正常N,水样,2.4,55,2.7,55.1,683.048,35.1,36.7,679.202,34.6,36.8,558,40,50,TOC,1,2.5,
2023-04-20 21:05:03,4.42713,4.42713,正常N,水样,3.1,54.9,2.9,54.9,683.289,34.9,36.5,681.317,34.8,36.7,558,40,50,TOC,1,2.5,
2023-04-20 21:12:32,2.0246,2.0246,正常N,水样,2.7,55,2.6,55,684.154,34.6,36.5,680.019,34.7,37.1,558,40,50,TOC,1,2.5,
2023-04-20 21:20:00,4.42129,4.42129,正常N,水样,3.5,55.1,3,54.8,683.096,35.1,36.7,681.365,35.1,36.3,559,40,50,TOC,1,2.5,
2023-04-20 21:27:29,3.1231,3.1231,正常N,水样,3.8,54.7,3.7,55.2,683.577,34.7,36.5,679.25,34.5,36.5,524,40,50,TOC,1,2.5,
2023-04-20 21:34:58,2.7823,2.7823,正常N,水样,3.3,55.3,2.7,54.9,683.337,35,36.7,679.202,35,37,524,40,50,TOC,1,2.5,
2023-04-20 21:42:26,2.18471,2.18471,正常N,水样,3.4,55.1,2.4,54.9,683.962,35.2,36.7,681.269,34.6,36.7,558,40,50,TOC,1,2.5,
2023-04-20 21:49:55,2.58191,2.58191,正常N,水样,3.1,55.1,3.5,55.3,684.058,34.8,36.4,681.269,34.8,36.2,556,40,50,TOC,1,2.5,
2023-04-20 21:57:22,3.58685,3.58685,正常N,水样,3.8,55,2.8,54.9,683.048,34.9,36.7,680.788,35.2,36.3,556,40,50,TOC,1,2.5,
2023-04-20 22:04:49,2.29984,2.29984,正常N,水样,3.5,55,3.4,55,683.769,35.2,36.7,680.933,35.1,36,558,40,50,TOC,1,2.5,
2023-04-20 22:12:17,4.19253,4.19253,正常N,水样,3,54.7,3.5,55,684.058,34.9,36.5,680.067,34.8,36.7,558,40,50,TOC,1,2.5,
